CustomerID,Recency,Frequency,Monetary
12474.0,17,18,82251.51
12475.0,54,1,9802.06
12476.0,16,11,76264.84
12477.0,23,6,298539.16
12478.0,4,1,3701.65
12479.0,11,1,5781.98
12480.0,28,4,90536.81
12481.0,23,10,94933.12
12483.0,17,8,38775.94
12484.0,33,6,35626.36
12488.0,10,3,13779.98
12489.0,336,1,2085.77
12490.0,5,10,89236.79
12491.0,39,1,6203.6
12492.0,63,2,2316.77
12493.0,166,2,4314.3
12494.0,16,7,10254.22
12497.0,82,1,93427.5
12498.0,21,3,2787.5
12500.0,23,11,419631.04000000004
12501.0,337,1,22423.39
12502.0,96,5,23805.21
12504.0,18,2,5659.45
12506.0,233,1,73.5
12507.0,134,3,91117.32999999999
12508.0,26,2,1742.84
12509.0,284,1,1399.0
12510.0,143,2,15311.109999999999
12512.0,66,2,729.42
12513.0,113,1,7610.2699999999995
12514.0,267,1,8110.16
12515.0,353,1,2467.2
12516.0,78,2,57197.479999999996
12517.0,28,5,15304.42
12518.0,1,5,20632.61
12519.0,64,1,3016.64
12520.0,79,5,22848.42
12521.0,143,1,5058.72
12522.0,39,2,2063.94
12523.0,19,11,13937.45
12524.0,9,8,197674.40000000002
12526.0,1,3,10797.08
12527.0,82,3,5218.1900000000005
12528.0,9,6,14823.54
12530.0,60,4,24010.44
12531.0,15,1,333.34
12532.0,30,1,3205.59
12534.0,131,1,10747.88
12535.0,92,2,4741.35
12536.0,43,3,54797.05
12538.0,29,1,2908.67
12539.0,22,4,46210.77
12540.0,20,17,189071.44
12541.0,30,3,12147.78
12544.0,36,1,2444.84
12545.0,75,2,10522.49
12546.0,47,2,9443.880000000001
12547.0,198,2,3332.0
12548.0,166,1,834.4
12550.0,79,1,8260.91
12551.0,358,1,1680.0
12552.0,39,2,1759.96
12553.0,8,10,41001.619999999995
12556.0,50,2,2330.34
12557.0,16,5,3131800.96
12558.0,8,1,6421.28
12559.0,311,2,10411.39
12560.0,5,3,23288.77
12561.0,303,1,2315.35
12562.0,8,7,56585.82
12564.0,261,1,2816.7
12565.0,289,1,1322.6399999999999
12566.0,86,1,4392.33
12567.0,23,10,84804.44
12569.0,2,32,39605.35
12571.0,40,2,8431.03
12572.0,9,2,7214.0599999999995
12573.0,227,1,1034.0600000000002
12574.0,316,1,1157.3500000000001
12576.0,36,5,14401.71
12577.0,35,3,3910.64
12578.0,21,2,28882.65
12579.0,78,1,3864.86
12580.0,247,1,3940.6
12581.0,40,1,2062.57
12582.0,239,2,5620.08
12583.0,3,15,181443.72
12584.0,4,9,12814.650000000001
12585.0,234,2,49217.48
12586.0,17,1,1293.74
12587.0,8,1,1912.0
12588.0,39,1,927.0999999999999
12589.0,29,2,5841.62
12590.0,211,2,773807.84
12591.0,317,1,3779.0499999999997
12592.0,92,2,7579.2
12593.0,109,3,4101.2
12594.0,38,10,58454.38
12596.0,51,2,12508.529999999999
12597.0,19,4,40254.799999999996
12598.0,10,8,48772.02
12599.0,29,7,18312.12
12600.0,29,10,42721.020000000004
12601.0,190,5,6757.14
12602.0,59,1,1771.52
12603.0,22,1,35221.2
12604.0,79,2,3255.6400000000003
12607.0,60,1,19461.87
12609.0,78,3,11220.97
12610.0,23,5,20431.239999999998
12611.0,52,1,38883.54
12612.0,74,1,8990.04
12613.0,57,5,38728.8
12614.0,278,1,1246.0
12615.0,2,4,43013.63
12616.0,95,2,5676.599999999999
12617.0,29,1,2725.8
12618.0,22,1,1147.57
12619.0,16,9,230593.09999999998
12620.0,15,3,17966.829999999998
12621.0,2,20,454483.29
12622.0,232,1,1074.7
12623.0,276,1,3239.7
12624.0,106,2,5893.11
12625.0,212,2,52418.020000000004
12626.0,23,9,85909.4
12627.0,11,7,52304.01
12628.0,4,3,9961.22
12630.0,10,2,9279.82
12631.0,57,1,4271.8
12633.0,59,4,65836.94
12635.0,90,2,17785.4
12637.0,67,8,57096.08
12638.0,33,1,7817.87
12639.0,239,1,4083.7
12640.0,24,3,7132.540000000001
12641.0,115,1,1183.6
12642.0,25,3,16519.46
12643.0,128,6,679151.64
12644.0,130,1,5100.7699999999995
12645.0,34,4,29707.56
12646.0,5,2,34202.11
12647.0,22,12,81615.72
12648.0,155,1,2462.49
12649.0,107,3,10516.51
12650.0,3,1,4115.92
12651.0,335,1,891.9000000000001
12652.0,331,1,9114.619999999999
12653.0,149,2,60387.39
12654.0,11,5,4361.98
12656.0,17,5,101958.96999999999
12657.0,11,4,70788.18000000001
12658.0,19,1,6413.21
12659.0,30,1,2534.1600000000003
12660.0,11,1,2573.1
12662.0,1,11,33291.58
12664.0,8,9,255519.36000000002
12665.0,325,1,918.0
12667.0,58,1,5392.41
12668.0,12,4,46047.61
12669.0,151,3,17010.23
12670.0,10,5,53589.79
12672.0,330,1,1880.1000000000001
12673.0,5,2,5915.639999999999
12674.0,39,4,29421.28
12676.0,25,6,20684.31
12678.0,42,12,3031514.22
12679.0,59,4,22828.200000000004
12680.0,1,4,6966.87
12681.0,15,22,219047.62
12682.0,4,31,269466.44
12683.0,4,15,165125.13
12684.0,8,7,56567.79
12685.0,28,6,26498.98
12686.0,372,1,1217.56
12688.0,114,1,116031.31
12689.0,26,2,10797.25
12690.0,206,1,2543.47
12691.0,28,6,27250.0
12693.0,127,4,5717.41
12694.0,70,2,10112.95
12695.0,7,4,4335.18
12697.0,29,3,11981.91
12700.0,8,4,59518.75
12701.0,80,2,8828.23
12702.0,20,1,1026.3000000000002
12703.0,71,1,2237.55
12704.0,7,8,35122.32
12705.0,15,9,83219.25
12707.0,292,1,4177.64
12708.0,30,10,22089.45
12709.0,15,15,215470.88
12710.0,97,3,11458.56
12712.0,29,13,40937.11
12713.0,1,1,10398.63
12714.0,9,5,59884.2
12715.0,106,1,2775.84
12716.0,4,2,9572.51
12717.0,151,2,8108.58
12718.0,71,1,2020.59
12719.0,5,2,5486.75
12720.0,3,25,81284.55
12721.0,32,6,29321.149999999998
12722.0,85,4,11247.21
12723.0,4,5,6673.650000000001
12724.0,5,4,8894.35
12725.0,371,1,2695.3
12726.0,28,7,81175.2
12727.0,11,7,61288.38
12728.0,71,4,8480.89
12729.0,114,1,3873.19
12731.0,24,12,892671.65
12732.0,180,1,2688.6800000000003
12733.0,234,1,3082.1499999999996
12734.0,353,1,2582.3999999999996
12735.0,315,2,5518.43
12736.0,333,1,8744.4
12738.0,372,1,2020.35
12739.0,78,2,10955.16
12740.0,64,1,5715.599999999999
12743.0,134,2,2089.05
12744.0,52,7,294041.65
12747.0,2,11,84789.45
12748.0,1,209,981783.81
12749.0,4,5,31739.44
12750.0,129,1,2209.86
12752.0,81,1,217031.8
12753.0,23,6,1331608.67
12754.0,236,3,1336565.94
12755.0,281,2,5646084.749999999
12756.0,87,1,5627.5199999999995
12757.0,16,13,59772.89
12758.0,117,2,69043.43000000001
12759.0,52,3,14305.02
12762.0,8,2,57772.77999999999
12763.0,138,2,14796.56
12764.0,317,1,15022.26
12766.0,4,7,86900.19
12769.0,239,1,17262.84
12770.0,211,1,71927.35
12772.0,60,1,8236.99
12775.0,17,5,21750.1
12778.0,20,6,15678.25
12779.0,38,8,66542.72
12781.0,64,2,21068.6
12782.0,5,5,24255.24
12783.0,2,6,11828.05
12784.0,9,2,4470.5599999999995
12785.0,364,1,2907.75
12787.0,10,3,7338.64
12789.0,65,1,91.85
12790.0,192,1,1984.96
12791.0,374,1,17064.600000000002
12792.0,257,1,3155.3799999999997
12793.0,335,2,8053.46
12794.0,53,2,12163.33
12795.0,19,1,2029.18
12797.0,366,1,1980.27
12798.0,10,3,9750038.4
12802.0,187,1,4906.28
12808.0,37,3,3261.05
12809.0,178,1,3783.4700000000003
12811.0,261,3,4070.9500000000003
12812.0,45,1,2335.52
12814.0,102,1,4164.16
12815.0,148,2,7167.5199999999995
12816.0,96,2,2170.9
12817.0,281,1,2135.84
12818.0,262,1,145988.24
12820.0,3,4,10954.1
12821.0,214,1,1050.1599999999999
12822.0,71,2,14188.2
12823.0,75,5,91035.0
12824.0,60,1,3400.48
12826.0,3,7,16966.7
12827.0,6,3,3225.55
12828.0,3,6,10216.67
12829.0,337,2,7692.9
12830.0,38,6,2261826.56
12831.0,262,1,3896.95
12832.0,32,2,2691.33
12833.0,145,1,2798.66
12834.0,283,1,2095.56
12836.0,59,4,18373.100000000002
12837.0,173,1,285.2
12838.0,34,2,2682.53
12839.0,3,14,75751.04
12840.0,144,4,41263.81
12841.0,5,25,47113.58
12842.0,70,2,25559.87
12843.0,66,8,16798.74
12844.0,29,2,1092.66
12845.0,267,4,32711.489999999998
12847.0,22,1,18489.3
12849.0,31,2,19159.01
12851.0,97,1,324.57
12852.0,295,1,2890.0499999999997
12853.0,135,6,31356.6
12854.0,79,3,18625.65
12855.0,373,1,351.0
12856.0,8,6,13045.36
12857.0,211,2,8013.4
12863.0,52,1,22528.0
12864.0,138,1,18377.280000000002
12865.0,26,2,14717.13
12866.0,283,1,3301.7599999999998
12867.0,26,7,47870.82
12868.0,186,6,13340.02
12871.0,84,2,14686.079999999998
12872.0,327,2,4978.75
12873.0,282,1,12784.0
12875.0,143,2,522013.0500000001
12876.0,58,2,64208.82
12877.0,4,12,16760.91
12878.0,236,2,11468.63
12879.0,45,3,27666.039999999997
12881.0,276,1,552.6
12882.0,9,2,33277.44
12883.0,25,4,3175.65
12884.0,88,1,1252.75
12885.0,63,3,11211.199999999999
12886.0,68,2,12986.86
12888.0,214,2,5630.88
12890.0,24,1,2800.08
12891.0,186,3,147850.0
12893.0,31,1,1154.4499999999998
12895.0,42,2,3436.5
12897.0,205,2,6517.400000000001
12901.0,9,28,16489778.18
12902.0,265,1,775.0600000000001
12904.0,18,2,3576.2200000000003
12906.0,12,5,142035.75
12908.0,176,2,450000.0
12909.0,40,5,30513.23
12910.0,23,8,77431.44
12912.0,3,5,53095.56
12913.0,5,5,99908.47
12915.0,149,2,1661.25
12916.0,139,4,49737.33
12917.0,128,1,35640.0
12919.0,8,6,25063.63
12920.0,17,1,1255.22
12921.0,9,37,275321.35
12922.0,161,1,5297.78
12923.0,64,1,595.24
12924.0,88,4,38882.14000000001
12925.0,5,2,8675.85
12928.0,35,5,49051.64
12929.0,312,1,460.34999999999997
12930.0,78,2,4141.74
12931.0,22,15,29147844.08
12933.0,24,3,7484.19
12935.0,2,7,31211.559999999998
12936.0,17,4,18575.28
12937.0,15,4,19890.67
12938.0,26,1,1718.4399999999998
12939.0,64,8,1525715.04
12940.0,55,2,3851.27
12942.0,131,3,2452.7200000000003
12944.0,36,2,6054.51
12945.0,288,1,4586.15
12947.0,144,6,17539.989999999998
12948.0,16,7,19325.37
12949.0,31,8,48617.18
12950.0,2,3,167319.2
12951.0,9,6,8426.17
12952.0,6,4,12677.43
12953.0,10,1,1724.15
12955.0,1,11,120282.0
12956.0,306,1,238.41
12957.0,10,8,43024.22
12962.0,7,2,2132.23
12963.0,8,8,17814.31
12965.0,89,1,2690.09
12966.0,10,1,1248.5800000000002
12967.0,358,2,42878.6
12968.0,112,1,2673.95
12970.0,7,4,1584.95
12971.0,4,86,662281.35
12974.0,198,1,477.5
12976.0,212,1,47974.5
12977.0,156,1,42.36
12980.0,158,9,302434.92000000004
12981.0,30,2,4474.12
12982.0,243,1,4079.62
12984.0,19,1,665.4
12985.0,1,2,29228.12
12987.0,74,2,4482.2
12988.0,292,1,1022.36
12989.0,3,15,1114790.67
12990.0,31,3,7345.0
12991.0,23,2,6806.18
12993.0,23,4,3550.94
12994.0,4,3,6733.6
12995.0,85,1,7607.52
12997.0,22,4,16428.21
12999.0,196,3,6014.76
13000.0,107,3,9965.29
13001.0,4,13,481188.37000000005
13002.0,318,1,1406.75
13003.0,106,3,4024.75
13004.0,12,18,65085.13
13005.0,174,2,3799.2
13006.0,56,1,518.43
13008.0,323,1,2901.33
13011.0,372,1,219.75000000000003
13012.0,9,8,16232.720000000001
13013.0,1,13,53220.9
13014.0,11,10,33824.36
13015.0,53,5,28584.399999999998
13016.0,73,3,8803.13
13017.0,7,1,9792.0
13018.0,16,28,89300.4
13021.0,4,9,31776.84
13023.0,64,2,4451.12
13026.0,1,5,70251.84
13027.0,114,6,5483520.0
13028.0,23,2,13534.32
13029.0,31,3,24367.0
13030.0,11,2,3495.32
13032.0,52,2,6105.5199999999995
13033.0,357,1,1502.75
13034.0,55,2,6440.43
13035.0,74,2,28384.96
13037.0,138,3,8344.81
13038.0,80,3,15212.12
13040.0,9,2,5395.21
13043.0,273,1,16963.96
13044.0,291,1,6211.99
13045.0,99,1,4121.42
13046.0,31,2,4358.43
13047.0,32,10,25695.48
13048.0,14,4,18504.33
13049.0,64,2,24827.120000000003
13050.0,15,17,63194.76
13052.0,212,1,5569.6900000000005
13055.0,78,3,14252.73
13058.0,25,3,3762.5
13059.0,250,1,1100.7
13060.0,254,1,3320.91
13061.0,72,1,2587.47
13062.0,191,1,19544.64
13064.0,13,4,9435.09
13065.0,373,1,1133.6399999999999
13066.0,24,2,3404.8
13067.0,82,1,308.24
13068.0,10,2,34400.0
13069.0,1,24,447662.78
13070.0,192,1,3120.0
13072.0,267,1,1947.15
13075.0,130,1,25108.07
13077.0,1,4,10579.34
13078.0,3,26,506792.32
13079.0,4,5,2765.0
13080.0,179,1,1091.52
13081.0,12,11,772560.58
13082.0,126,9,1480992.57
13083.0,4,2,2697.19
13085.0,158,2,6809.4800000000005
13089.0,3,97,1840514.32
13090.0,9,14,268894.3
13091.0,28,1,7454.839999999999
13092.0,71,5,3217.21
13093.0,276,8,289532.39
13094.0,21,12,151602.48000000004
13095.0,71,1,1730.8799999999999
13097.0,33,10,44856.72
13098.0,1,28,1448741.28
13099.0,99,1,59719.67999999999
13101.0,234,1,2349.09
13102.0,1,24,129100.65
13103.0,40,1,2173.24
13104.0,3,6,41120.64
13106.0,133,1,1377.0
13107.0,44,4,41016.34
13108.0,373,1,10920.68
13109.0,60,2,8213.42
13110.0,31,7,6529.590000000001
13113.0,1,24,636809.9
13115.0,12,4,30558.9
13116.0,138,1,4100.9
13117.0,22,8,11101.59
13118.0,20,5,9381.87
13120.0,239,1,367.2
13121.0,269,1,2101.83
13122.0,94,2,9748.23
13124.0,90,3,52117.81
13126.0,5,8,30977.48
13127.0,78,1,2370.55
13130.0,94,1,968.0
13131.0,23,3,12150.3
13132.0,262,1,665.8
13133.0,274,2,502.0
13134.0,86,4,19042.1
13135.0,197,1,13312800.0
13136.0,56,5,26084.13
13137.0,11,8,17859.55
13138.0,22,6,7128.73
13139.0,16,7,97533.36
13140.0,108,3,2079.43
13141.0,85,5,26836.41
13142.0,19,1,4588.03
13144.0,333,1,696.35
13145.0,40,4,8583.64
13146.0,26,1,2556.09
13147.0,10,4,28512.000000000004
13148.0,29,12,29864.96
13149.0,14,4,27335.88
13151.0,296,1,7539.59
13153.0,6,1,20146.840000000004
13155.0,33,4,7689.46
13157.0,49,4,31657.46
13158.0,95,4,12020.74
13159.0,9,4,13387.05
13160.0,22,1,1516.8
13161.0,313,1,534.85
13162.0,122,4,39191.47
13165.0,46,2,44394.159999999996
13166.0,283,1,2550.9
13167.0,19,4,17058.01
13168.0,36,4,9697.29
13169.0,64,2,13264.560000000001
13170.0,27,1,756.95
13171.0,22,3,2665.27
13173.0,4,2,3165.45
13174.0,16,3,17256.7
13176.0,46,1,7034.87
13177.0,65,1,1524.75
13178.0,26,11,91452.95
13182.0,45,1,2191.06
13183.0,8,9,171882.88
13184.0,15,10,26487.93
13185.0,268,1,856.8000000000001
13186.0,40,3,16119.77
13187.0,337,1,966.3199999999999
13188.0,11,1,2405.4
13189.0,19,2,7787.44
13192.0,95,2,8002.3
13193.0,61,1,274.86
13194.0,136,1,486.20000000000005
13196.0,11,4,19355.08
13198.0,10,6,37622.22
13199.0,4,38,793456.26
13200.0,19,4,13881.470000000001
13203.0,10,4,12066.82
13207.0,15,2,3664.6800000000003
13208.0,59,6,9382.69
13209.0,30,8,83885.63
13210.0,94,1,6009.44
13211.0,10,3,46610.84
13212.0,20,3,2029.87
13213.0,57,5,22908.84
13216.0,268,1,22573.54
13217.0,122,3,39964.36
13218.0,127,1,929.28
13220.0,78,4,10313.37
13221.0,240,2,3994.71
13223.0,200,2,5467.200000000001
13224.0,60,2,46766.03
13225.0,3,7,793073.36
13226.0,273,1,654.49
13227.0,202,1,3666.3
13228.0,81,1,35800.0
13229.0,226,1,970.95
13230.0,4,14,15993.449999999999
13232.0,13,7,10354.17
13233.0,74,2,14448.0
13235.0,212,1,10182.19
13236.0,25,2,10106.75
13238.0,17,4,10185.23
13239.0,262,1,5072.5199999999995
13240.0,96,4,3186.75
13242.0,112,3,2704.0
13243.0,203,1,2596.12
13244.0,93,1,164.14000000000001
13245.0,51,1,3241.0
13246.0,18,6,100506.07999999999
13247.0,18,4,6792.66
13248.0,125,2,5349.179999999999
13249.0,92,3,71212.59
13253.0,157,2,69754.88
13255.0,9,2,9176.07
13258.0,12,3,9281.849999999999
13259.0,62,1,525.56
13260.0,61,1,13368.76
13261.0,269,2,21379.8
13262.0,263,1,2024.99
13263.0,1,35,37226.03
13265.0,53,5,87258.14
13266.0,11,12,141397.66
13267.0,3,19,44529.71
13268.0,18,11,40819.71
13269.0,1,15,92898.16
13270.0,366,1,118000.0
13271.0,37,1,1094.6699999999998
13272.0,31,2,1729.14
13273.0,113,1,1391.12
13276.0,64,2,3538.43
13277.0,16,4,6052.4
13278.0,41,1,9139.77
13279.0,78,1,1000.4300000000001
13280.0,122,3,5844.92
13282.0,18,3,10302.98
13283.0,60,2,1116.44
13284.0,331,1,1289.13
13285.0,23,4,28667.64
13291.0,156,1,3917.77
13292.0,39,2,7064.44
13294.0,190,2,6923.24
13295.0,360,1,1766.8000000000002
13296.0,137,1,1049.8
13297.0,8,4,44210.03
13298.0,1,1,21600.0
13299.0,268,1,855.0000000000001
13300.0,169,1,3796.6299999999997
13301.0,104,4,4283.93
13302.0,155,1,318.75
13304.0,351,1,3114.48
13305.0,4,10,36078.06
13307.0,120,1,60.0
13308.0,23,3,35481.67
13309.0,7,5,19203.67
13310.0,28,3,9090.789999999999
13311.0,4,2,11175.93
13313.0,22,5,19167.54
13314.0,2,3,6264.4800000000005
13316.0,37,4,1063893.97
13317.0,66,6,18918.0
13318.0,1,3,12218.720000000001
13319.0,5,26,131249.51
13320.0,78,4,14981.88
13321.0,72,2,46461.840000000004
13322.0,17,1,1652.9
13323.0,3,5,14806.95
13324.0,36,10,535272.35
13325.0,82,1,16855.6
13327.0,39,8,67968.99
13328.0,316,1,81505.92
13329.0,32,2,23683.739999999998
13330.0,93,3,17113.63
13332.0,14,1,2963.88
13334.0,82,3,30925.62
13336.0,77,1,8542.86
13338.0,158,1,8183.880000000001
13339.0,201,1,4898.36
13340.0,45,7,748252.22
13341.0,261,1,5655.95
13343.0,178,1,2229.97
13344.0,68,3,17639.53
13345.0,288,1,2606.7
13347.0,70,1,8753.36
13348.0,64,1,2044.32
13349.0,11,1,3053.68
13350.0,16,2,9108.4
13351.0,66,1,2715.14
13352.0,60,1,4597.12
13354.0,71,1,8906.83
13355.0,122,1,7815.5
13356.0,80,1,5402.76
13357.0,257,1,3998.54
13358.0,269,1,3468.23
13359.0,64,1,2700.78
13362.0,9,4,27222.12
13363.0,18,2,10353.16
13364.0,71,1,1079.62
13365.0,34,2,20010.79
13366.0,50,1,8087.040000000001
13368.0,257,2,6004.38
13369.0,366,1,3459.5200000000004
13370.0,372,1,6440.31
13372.0,90,1,2216.24
13373.0,61,3,38938.37
13375.0,89,1,10811.69
13376.0,99,3,9022.24
13379.0,26,3,4721.3
13381.0,32,6,45436.83
13382.0,281,1,1959.07
13384.0,31,7,138617.55
13385.0,330,1,3854.87
13388.0,131,2,5369.62
13389.0,11,3,6772.5
13390.0,75,1,12015.36
13391.0,204,1,239.2
13394.0,2,8,44256.82
13395.0,185,1,4445.4400000000005
13396.0,29,2,21984.45
13397.0,73,5,24649.73
13398.0,192,1,4542.599999999999
13402.0,127,2,7879.35
13403.0,18,1,1740.0
13404.0,1,2,3089.95
13405.0,74,3,3653.451
13408.0,2,62,1411603.98
13410.0,24,5,23408.600000000002
13411.0,107,1,1098.45
13414.0,134,3,504164.7
13416.0,44,2,7005.0
13417.0,5,2,3510.13
13418.0,12,18,98144.59
13419.0,64,1,3428.3
13420.0,150,2,1507.75
13421.0,40,2,34147.049999999996
13422.0,64,1,28157.879999999997
13425.0,108,3,35807.83
13426.0,1,10,67914.48000000001
13427.0,19,3,12091.06
13428.0,10,1,526.2
13429.0,11,4,20836.34
13430.0,19,2,9091.71
13431.0,67,2,32300.6
13434.0,74,2,36852.48000000001
13435.0,5,7,119768.97
13436.0,2,1,1036.09
13437.0,14,7,33797.58
13439.0,255,1,1714.9099999999999
13441.0,92,1,6977.76
13447.0,23,3,11132.9
13448.0,17,6,38189.91
13449.0,24,1,3318.7799999999997
13450.0,27,6,80926.92
13451.0,26,5,18420.44
13452.0,259,2,590.0
13453.0,166,2,3111.56
13455.0,25,2,7748.38
13456.0,18,6,35273.100000000006
13458.0,7,14,169830.23
13460.0,29,2,2962.4
13461.0,39,3,76593.2
13462.0,253,1,984.6
13464.0,58,1,6509.04
13466.0,184,1,4813.94
13467.0,11,2,7843.07
13468.0,2,37,66806.84999999999
13470.0,99,2,1650.0
13471.0,1,4,21913.68
13473.0,61,2,4666.42
13474.0,236,1,488.21999999999997
13475.0,191,4,20574.32
13476.0,179,2,8314.41
13477.0,38,6,18280.879999999997
13479.0,201,2,3366.1499999999996
13481.0,46,5,19933.56
13482.0,232,1,1858.7
13483.0,66,1,2292.36
13484.0,241,1,2374.8
13485.0,233,1,6582.12
13486.0,78,3,11233.91
13487.0,58,3,4230.7
13488.0,17,13,118079.55
13489.0,105,4,57239.04000000001
13491.0,52,10,11391.74
13492.0,136,3,11109.92
13493.0,275,2,44018.27
13494.0,312,1,3106.98
13495.0,8,5,43287.51
13496.0,11,2,7207.49
13497.0,283,2,2982.65
13499.0,18,5,49744.549999999996
13500.0,23,3,11619.77
13501.0,288,1,22448.02
13502.0,17,3,3938.48
13503.0,71,1,2765.25
13504.0,64,1,2081.77
13505.0,73,4,45741.79
13506.0,316,2,6248.66
13507.0,3,4,23031.12
13508.0,244,1,246.85000000000002
13509.0,9,7,36147.74
13510.0,1,4,20784.12
13512.0,261,1,2685.25
13513.0,127,1,3937.3999999999996
13514.0,74,1,1504.0000000000002
13515.0,73,4,9760.5
13516.0,21,3,105785.13
13517.0,60,3,19617.88
13518.0,86,1,6479.84
13519.0,78,1,342.35
13520.0,59,6,103205.15
13521.0,1,3,2069.11
13522.0,30,1,1053.2
13523.0,33,5,47346.799999999996
13524.0,41,5,9637.720000000001
13525.0,15,2,77810.04
13527.0,34,7,18479.22
13529.0,79,2,1327.22
13531.0,205,2,4582.8
13532.0,34,1,1211.51
13533.0,183,3,832.79
13534.0,2,25,66785.32
13536.0,1,7,58762.09
13538.0,43,7,9976.35
13539.0,86,3,4810.62
13544.0,40,2,435.88
13546.0,12,3,2468.91
13548.0,96,2,7529.48
13549.0,26,7,8248.0
13551.0,319,1,275.4
13552.0,66,12,59055.17
13555.0,74,4,101435.48
13557.0,28,2,10655.2
13558.0,6,4,1735.26
13560.0,7,1,405.52000000000004
13561.0,216,1,2812.3399999999997
13562.0,82,3,18367.85
13563.0,84,2,5395.85
13564.0,144,3,13019.449999999999
13565.0,19,2,1765.04
13566.0,41,2,3888.66
13568.0,173,1,326.35
13569.0,17,2,746.5
13570.0,243,1,2840.79
13571.0,13,12,13147.06
13572.0,206,1,34797.97
13573.0,50,2,6567.09
13575.0,23,5,6863.21
13576.0,10,18,334011.12000000005
13577.0,25,4,16959.6
13579.0,15,2,4933.24
13581.0,309,1,431.5
13583.0,156,1,10706.27
13584.0,307,1,317.7
13587.0,64,1,24968.0
13588.0,16,9,39113.97
13589.0,15,2,2325.05
13590.0,11,6,73950.12
13591.0,65,3,8924.03
13592.0,36,4,1325.8
13593.0,108,5,13382.800000000001
13594.0,53,1,6002.47
13596.0,6,2,3626.73
13598.0,47,1,297.8
13599.0,1,21,104651.44
13600.0,312,1,3615.92
13601.0,45,2,5602.92
13602.0,65,1,5509.51
13603.0,26,1,1200.88
13606.0,29,3,4607.049999999999
13607.0,40,1,2700.83
13610.0,12,7,3694.15
13611.0,89,3,16755.72
13614.0,24,4,5286.56
13615.0,319,1,3951.21
13617.0,40,3,5187.28
13618.0,174,1,3219.24
13621.0,117,1,3004.0699999999997
13623.0,31,5,6301.4
13626.0,253,1,2459.47
13627.0,59,5,56537.83
13629.0,23,11,909287.72
13630.0,5,7,103734.12
13631.0,100,11,230647.82
13632.0,25,5,23191.670000000002
13634.0,33,5,7950.36
13635.0,68,1,11200.51
13636.0,37,5,7891.44
